Sentence_id,text,label
23033,"And what my worry is is that, you know, it looks like it's from Canada, and it might be from a third world.",0
2527,And then that number disappears for high-income people.,1
12886,We can put the Communists on the defensive.,0
16837,"Well, these special kinds of programs have - have robbed the average taxpayer and have benefited those who are powerful, and who can employ lobbyists, and who can have their CPAs and their lawyers to help them benefit from the roughly uh - eight thousand pages of the tax code.",1
15415,"Also, I want to thank the people of Cleveland and Ohio for being such hospitable hosts during these last few hours in my life.",0
24448,There's been a lot of talk about family values in this campaign.,0
32630,"Russia has decided that it's all in, in Syria.",1
20149,The auto worker in Toledo who was unemployed when I was elected and now has a great job because we're number one in auto production again.,1
3531,We've got fundamental problems in the system.,1
1428,"As a matter of fact, based on the announcement this week, there will be at an annual rate of a million, eight hundred and some thousand new houses built, which is a tremendous increase over last year and a substantial increase over the earlier part of this year.",1
27527,"And every fact checker and every reporter who's looked at it, Governor, has said this is not true.",1
27558,"So that's how I've used my travels, when I travel to Israel and when I travel to the region.",0
10179,"And he said that the reason he changed his mind was, in part, because he was seeking the endorsement of the National Rifle Association.",1
14747,"Absolutely we can win, because it's your country.",0
3426,"Our nation is involved in two wars, and we are going through the worst financial crisis since the Great Depression.",1
16018,Keep the trust with the older men and women of this country.,0
28920,I support the death penalty.,1
33038,They'll be able to compete.,0
28171,"Now, we have a big difference on this.",0
3505,"We've got to start also holding people accountable, and we've got to reward people who succeed.",0
28061,"And this particular bill, it allows patients to choose a doctor, their own doctor if they want to.",1
8281,I prefer to take the overall percentage record of the last twenty years of the Democrats and the eight years of the Republicans to show an overall period of growth.,0
24183,It's like having a blueprint for a house you never built.,0
6268,"Early childhood education, which closes the achievement gap, so that every child is prepared for school, every dollar we invest in that, we end up getting huge benefits with improved reading scores, reduced dropout rates, reduced delinquency rates.",0
25101,"What I'm referring to there is the mutual self-defense provisions that exist in the Inter-American treaty, the so-called Rio Pact, that permits the nations, our friends in that region, to combine to take steps -- diplomatic and otherwise -- to prevent Nicaragua, when she acts irresponsibly in asserting power in other parts outside of her border, to take those steps, whatever they might be, to stop it.",1
17918,"We can be better if we face our future, rejoice in our strengths, face our problems, and by solving them, build a better society for our children.",0
12754,Well let me make one thing clear.,0
33880,"Well, every time Donald is pushed on something which is obviously uncomfortable, like what these women are saying, he immediately goes to denying responsibility.",0
2159,In fact he is on Medicare.,1
26902,And thank you for agreeing to moderate this debate this evening.,0
32524,"And we're going to make sure that nobody, no corporation, and no individual can get away without paying his fair share to support our country.",0
2246,That's -- that's a big topic.,0
22254,There's nothing -- the most efficient unit of government the world will ever know is a strong loving family unit.,0
21729,"So we're making progress but until we get that one done, we're not going to solve the neighborhood crime problem.",0
1703,"It's small business that creates the jobs in America, and over the last four years, small business people have decided that America may not be the place to open a new business because new business startups are down to a 30-year low.",1
26143,"Before Senator Dole left the Senate, he and Mr. Gingrich also were recommending that we pass these tax cuts only insofar as we could pay for them.",1
12017,So we're distributing in our State of Texas for free.,1
2860,"And I believe that instead of talking about Soviet progress, we can talk about American successes.",0
24583,"Well, I think Governor Clinton is committed.",0
25970,"Meanwhile, we started the -- also in '93 to look into whether cigarettes were addictive enough for the Federal Food and Drug Administration to ban the ability of cigarette companies to advertise, market and distribute their products to our kids.",1
20315,Trying to frighten people in the voting booth.,0
3225,South Korea faces a very delicate situation.,0
8246,I know what it means to see people who are unemployed.,0
33373,"The NAFTA deal signed by her husband is one of the worst deals ever made of any kind, signed by anybody.",1
19412,"We supported a a crime bill that had 60 death penalties including, including the death penalty for drug kingpins.",1
15847,It's not much fun sometimes.,0
24932,It was turned over to the agency head of the CIA in Nicaragua to be printed.,1
16475,"And I recommended that to the Congress with a budget ceiling of three hundred and ninety-five billion dollars, and that would have permitted us to have a $25 billion tax reduction.",1
2129,Social Security is structurally sound.,0
24923,"We've seen in the Nicaraguan example a policy that has actually hurt us, strengthened our opposition, and undermined the moral authority of our country in that region.",0
18957,"He is -- listen, they went through a horrible situation in Beslan, where these terrorists gunned down young school kids.",1
22216,"Number three, we'd open the doors to college education to high school graduates without regard to income.",0
1426,We had an 18 percent increase in housing starts.,1
4382,"I sit on the Veterans Affairs Committee, and we've got -- I meet veterans all across the country who are trying to figure out, ""How can I get disability payments?",0
16149,"And I believe the answer to the agricultural economy is not to get the government further involved, but to do what I'm suggesting.",0
20336,The governor has declined to endorse that idea even though the Republican as well as Democratic leaders in Congress have endorsed it.,1
28192,"One thing about insurance, that's a Washington term.",0
15891,"I was over running records in west Texas, and I got a call from her, come home; went to the doctor; the doctor said, beautiful child, your child has a few weeks to live.",0
10731,"And so it's important to understand that the -- I think the American people are hungry for the kind of leadership that is going to tackle these problems not just in government, but outside of government.",0
9076,Do you think that our political institutions are working the way they should when literally only half of our citizens vote?,1
27262,And that's where we're going right now unless we finally get off this spending and borrowing binge.,0
19410,We submitted the biggest drug budget ever.,1
22011,"But the more immediate answer is to do what this lady was suggesting we do, and that is to get this deficit down and get on without adding to the woes, and then restructure.",0
34331,"You take these big companies, these trade deals are far bigger than these companies, and yet we don't use our great leaders, many of whom back me and many of whom back Hillary, I must say.",0
6979,You just heard the president say that young people ought to be able to take money out of Social Security and put it in their own accounts.,1
15423,I consider myself in the mainstream even of the bipartisan list of Presidents who served before me.,0
13700,"You haven't heard me mention this before, but we're getting close now and I think it's about time I start putting things in perspective.",0
18715,"I just think trying to be popular, kind of, in the global sense, if it's not in our best interest makes no sense.",0
10202,"When Governor Romney was asked whether teachers, hiring more teachers was important to growing our economy, Governor Romney said that doesn't grow our economy.",1
19810,"I personally don't think that's the right kind of future for America, and I think we ought to take a different tack.",0
148,I think it's the Republican Party and my concern to bring it down.,0
28416,50 million Americans get no tax relief under his plan.,1
17689,"Now, we need a tight budget, but there's no question that this administration has singled out things that affect the most vulnerable in American life, and they're hurting.",0
18378,And now we're fighting them now.,1
7749,"It's being fought primarily in Asia, in Africa, and in Latin America.",1
20518,"I trust women to make the decisions that affect their lives, their destinies and their bodies.",1
17357,The American people want this environment protected.,0
11471,We need to insist that Arafat send out instructions to halt some of the provocative acts of violence that have been going on.,0
5543,That's 16 million jobs in America.,1
24039,"But when the tables get turned, I ought to do my share.",0
14505,And I'm paying for all that for those guys.,1
7986,"And he's doing a very effective job of that, in his way.",0
18283,"As well, help is on the way, but it's certainly hard to tell it when he voted against the $87-billion supplemental to provide equipment for our troops, and then said he actually did vote for it before he voted against it.",1
24931,And he drew up this manual.,0
14289,I happen to think she's a key person.,0
11945,But I feel strongly that marriage should be between a man and a woman.,0
29713,"We have endorsements from, I think, almost every police group, very -- I mean, a large percentage of them in the United States.",1
27488,"And the reason is was so important -- and this is a testament to how we've restored American credibility and strength around the world -- is we had to make sure that all the countries participated, even countries like Russia and China.",0
16609,"We have twenty different agencies in the federal government responsible for the production, the regulation, the uh - information about energy, the conservation of energy, spread all over government.",1
3950,"Number three, we've got to deal with Pakistan, because Al Qaida and the Taliban have safe havens in Pakistan, across the border in the northwest regions, and although, you know, under George Bush, with the support of Senator McCain, we've been giving them $10 billion over the last seven years, they have not done what needs to be done to get rid of those safe havens.",1
6837,"In the last debate, my opponent said those lawsuits only caused the cost to go up by 1 percent.",1
10678,"We're going to have to prioritize, just like a family has to prioritize.",0
24452,I've seen the family values of all these people in America who are out there killing themselves working harder for less in a country that's had the worst economic years in 50 years and the first decline in industrial production ever.,1
16488,That tax bill does not entirely meet the criteria that I established.,1
3835,"Recently on a television program, he said it exceed our wildest expectations.",0
33069,But I also want to be sure that we don't leave people behind.,0
29986,"I know Donald's very praiseworthy of Vladimir Putin, but Putin is playing a really...",0
19997,"I wouldn't want to be a liberal either, Mr. President, but you're stuck with it because that's your record, that's your record in Arkansas: The biggest tax increase in history.",1
34277,This would not be done just on the first day.,0
20480,And we can do so in an environmentally friendly way.,0
3998,"And as a consequence, we lost legitimacy in Pakistan.",1
30365,"To be president of this country, you need tremendous stamina.",0
22948,And that's why I'll be a better commander in chief.,0
10715,And they'll have to undergo the same scrutiny that all projects should in competition with others.,0
13538,"We're well ahead and we can stay ahead, provided we have confidence in America and don't run her down in order to build her up.",0
28266,"I've said to the extent we spend federal money on disadvantaged children, we want the schools to show us whether or not the children are learning.",1
10647,And drilling offshore and nuclear power are two vital elements of that.,0
8885,It will come from the pockets of the people who are living in those very areas.,0
22163,We can't have any more instances like what happened when Mr. Bush went to Japan and the Japanese prime minister said he felt sympathy for our country.,1
24311,and the military that liked it better the way it used to be.,0
31871,"Just today, policemen was shot, two killed.",1
7034,People listening out there know the benefits of the tax cuts we passed.,0
30253,They do not pay us.,1
29237,"He said, back in 2006, ""Gee, I hope it does collapse, because then I can go in and buy some and make some money.""",1
22093,You picked up a $500-billion bill because of the dumb way the federal government deregulated it.,1
30095,"That means we've got to work more closely with our allies, and that's something that Donald has been very dismissive of.",1
26656,"And since we did that, in the areas where we concluded, trade agreements or exports to Japan have gone up by 85 percent in the last four years and our trade deficit with Japan has gone down.",1
14381,"And then after the Republican dirty tricks group got through with me I'm another person, which I consider an absolutely sick operation.",0
19455,"States like Florida, Colorado, Virginia, and other states.",0
29167,"We also, though, need to have a tax system that rewards work and not just financial transactions.",0
15297,"They must continue to get those checks, and I believe that the system can be put on a sound actuarial basis.",0
10876,"And that's why we've got to make some investments and I've called for investments in solar, wind, geothermal.",1
13395,Because America must be able to grow enough not only to take care of our needs at home for better education and housing and health - all these things we want.,0
16665,At the present time we're spending roughly three billion five hundred million dollars.,1
25231,"And a recent book that just came out by perhaps the Nation's most respected author in this field, Strobe Talbott, called ""Deadly Gambits,'' concludes that this President has failed to master the essential details needed to command and lead us, both in terms of security and terms of arms control.",1
17899,Would fathers and mothers feel proud of themselves if they loaded their children with debts like this nation is now -- over a trillion dollars on the shoulders of our children?,1
11580,"I thought it was in our strategic interests to keep Milosevic in check because of our relations in NATO, and that's why I took the position I took.",0
15118,"What the Western allies did decide to do is to stop all air flights - commercial air flights - to any nation involved in terrorism or the hijacking of air planes, or the harboring of hijackers.",1
19139,"For example, we have reduced the size of the Federal government to its smallest size in 30 years.",1
2408,"And as a consequence, we now have a system in which we have the opportunity to start bringing down costs, as opposed to just leaving millions of people out in the cold.",0
34349,I do not add a penny to the national debt.,1
28350,That gets rid of the third biggest intrusion of the federal government in our economy.,1
29271,"Our country is losing so much in terms of energy, in terms of paying off our debt.",1
33046,We have to make it possible.,0
21592,That happened when I was president.,1
34246,It is so sad when you see what's happened.,0
6981,"The CBO said very clearly that if you were to adopt the president's plan, there would be a $2 trillion hole in Social Security, because today's workers pay in to the system for today's retirees.",1
12383,I thought during his debate with Senator Bradley saying he authored the EITC when it didn't happen.,1
14253,"I've done a lot of them, and I'll continue to do them as president.",1
33536,She has been outsmarted and outplayed worse than anybody I've ever seen in any government whatsoever.,0
11410,"The goals ought to be an education system that leaves no child behind, Medicare for our seniors, a Social Security system that's safe and secure, foreign policy that's in our nation's interest, and a strong military, and then bring people together to achieve those goals.",0
26186,You tried it last time you ran.,1
7673,"He has not indicated his support of an attempt to provide fair employment practices around the country, so that everyone can get a job regardless of their race or color.",1
14405,What were her written instructions?,0
11251,Energy is going to be key in dealing with Russia.,0
26013,That's more than it's had a lot of the time in the last years.,1
15625,"Margaret, may I go back and just say to the vice president that I didn't raid the pension fund of Massachusetts you are dead wrong, George, we didn't do that.",1
2624,And people who are going through them know that there's a job waiting for them if they complete it.,0
22890,One of the things we've done is we've taken the -- we're beginning to transform our military.,1
4317,We have to work more closely with our allies.,0
9712,I want to keep their taxes down on small business.,0
1286,"The individual who wants to start a business or expand his business as a black businessman is able to borrow, either directly or with guaranteed loans.",1
3447,He's a dear and beloved friend to all of us.,0
17036,The individual worker in the plants throughout the United States should not be a small cog in a big machine.,0
9865,We welcome legal immigrants into this country.,0
21808,We have 35 million people without any insurance at all -- and I see them all the time.,1
7110,They're much better protected today than they were when I was the governor of Texas.,1
6106,The average family is paying an additional $900 a year in higher premiums because of the uninsured.,1
6530,And it's gotten worse under President Bush over the course of the last years.,0
17227,It's not an opinion; it's a fact.,0
2730,"Thank you, Jim, and Mr. President.",0
1192,"And if he should ever become uh - the president of the United States, with his vast experience as member the House and a member of the Senate, as well as a vice president, I think he would do an outstanding job as president of the United States.",0
10319,"Those investments are what's going to help to make sure that we continue to lead this world economy, not just next year, but 10 years from now, 50 years from now, 100 years from now.",1
9217,And Governor Romney's says he's got a five-point plan?,0
18392,We've allocated $7 billion over the next months for reconstruction efforts.,1
6377,And I've been a careful steward of your tax dollars.,0
24499,We're using the military more now in terms of interdiction.,1
19235,"And now with this risky $550 billion tax scheme of Senator Dole's, even his own friends, his campaign co-chair, Senator D'Amato, says that they can't possibly pay for it without cutting Medicare more and cutting Social Security as well, according to him.",1
25947,Not until again in 1996 -- I don't want anybody to smoke.,0
33995,"So let me just tell you very quickly, we're entitled because of the laws that people like her passed to take massive amounts of depreciation on other charges, and we do it.",1
19341,"And it wasn't me that let the polluters actually come into the halls of Congress, into the rooms, and rewrite the environmental laws.",1
6336,"That was, of course, out-of-bounds by the Democrats.",0
14843,"Seven out of eight years, the budget commitments for defense went down, 37% in all.",1
29636,We have an architect in the audience who designed one of your clubhouses at one of your golf courses.,0
12774,"We have - may have made more shots but the size of their rocket thrust and all the rest - you yourself said to Khrushchev, ""You may be ahead of us in rocket thrust but we're ahead of you in color television"" in your famous discussion in the kitchen.",0
25078,"You pay $500 for a $5 hammer, you're not buying strength.",0
27904,People will look it up.,0
7274,Apparently you can't pass any test under his vision of the world.,0
665,We are once again reliable suppliers and I would never use food as a political tool like our predecessors did.,1
2943,I believe that we have uh - negotiated with the Soviet Union since I've been president from a position of strength.,1
29665,"My obligation right now is to do well for myself, my family, my employees, for my companies.",0
26657,Until about five months ago the Japanese economy was in a deep recession.,1
21235,I want to finally get something done on Social Security.,0
29504,The Fed is being more political than Secretary Clinton.,0
14295,"Look at Lynn Martin, who's fighting against this glass ceiling and doing a first-class job on it.",1
1206,"Number two, that strip-mining bill would've severely set back our need for more coal, and Governor Carter has said repeatedly that coal is the resource that we need to use more in the effort to become independent of the uh - Arab oil supply.",1
29808,And I think the federal government could be in a position where we would offer and provide that.,0
7425,I've reached across the aisle.,0
20439,I commend you for supporting that.,0
7679,What will be the leadership of the president in these areas to provide equality of opportunity for employment?,0
8948,And that state we controlled spending.,1
33147,What kind of rights will Americans have?,0
8122,"I should make it very clear that I do not think we're doing enough, that I am not satisfied as an American with the progress that we're making.",0
21697,"Therefore I support the Brady bill which would impose a national waiting period unless and until a state did what only Virginia has done now, which is to automate its records.",1
27553,"I went to Yad Beshef (ph), the Holocaust museum there, to remind myself the nature of evil and why our bond with Israel will be unbreakable.",0
437,"Well, the Massachusetts furlough program was unique.",0
19628,It's a haven for drug smugglers and we don't have a firm policy when it comes to Fidel Castro.,1
26315,"If I have anything in politics, it's my word.",0
27287,"And the kinds of budget proposals that you've put forward, when we don't ask either you or me to pay a dime more in terms of reducing the deficit, but instead we slash support for education, that's undermining our long-term competitiveness.",0
4160,And the notion that we would sit with Ahmadinejad and not say anything while he's spewing his nonsense and his vile comments is ridiculous.,0
27136,That's the kind of leadership we've shown.,0
4352,And it was major -- a major factor in bringing about the end of the Cold War.,0
23287,"If you look at his record in the Senate, he voted to break the caps -- the spending caps -- over 200 times.",1
23916,"Well, let's admit it then.",0
29250,Donald thinks that climate change is a hoax perpetrated by the Chinese.,1
2489,Let me just point out first of all this board that we're talking about can't make decisions about what treatments are given.,1
28079,I referred to the Dingle-Norwood bill.,0
9986,"His top adviser on immigration is the guy who designed the Arizona law, the entirety of it; not E-Verify, the whole thing.",1
32170,"Right now, we are at 90 percent health insurance coverage.",1
26017,"Well again, if you're somebody thinking about the future, I think it's fair to say that it'll be -- we'll work it out.",0
13623,I think Mr. Perot put his finger on something there.,0
19792,"So we always had a rule, we divided by six.",0
2347,"So banks are reluctant to make loans, mortgages.",1
26067,It puts a heavy burden on a states like California.,1
29878,And I think that's a good thing.,0
846,My opponent says J. Danforth Quayle.,0
9563,"When we're talking about math that doesn't add up, how about $4 trillion of deficits over the last four years, $5 trillion?",1
17242,"And 3 days after the election in 1982, they came to us and said, Social Security, we know, is broke.",1
18213,"We just read on the front pages of America's papers that there are over 100,000 hours of tapes, unlistened to.",1
20165,But I've had my anxious moments in my life.,0
18757,"And today, there are four to seven nuclear weapons in the hands of North Korea.",1
12002,"Well, it starts with enforcing law.",0
18819,I agree with my opponent that we shouldn't be committing troops.,0
28083,It is being blocked by the Republican leadership in the Congress.,1
6520,"Help us prioritize those who need to get the flu shot, the elderly and the young.",0
426,And that's one of the reasons why my state has cut crime by more than any other industrial state in America.,1
2417,"As a matter of fact, when Massachusetts did something quite extraordinary -- elected a Republican senator to stop Obamacare, you pushed it through anyway.",1
33056,That's something that I fought against as a senator and that I would have a trade prosecutor to make sure that we don't get taken advantage of by China on steel or anything else.,1
3764,There is no doubt about it.,0
7651,"And there we would give statutory authority to the Committee on Government Contracts, which is an effective way of getting real progress made in this area, since about one out of every four jobs is held by and is allotted by people who have government contracts.",1
14255,"Of the 3 of us, I have balanced a government budget 12 times, I have offered and passed campaign finance reform, offered, pushed for and passed in public referendum lobbyist restrictions, done the kinds of things you have to do to get legislators together not only to establish consensus but to challenge them to change.",1
6686,We've increased Pell Grants by a million students.,1
1224,We have no energy policy.,1
5922,"When she was the head of their energy and natural resources board, she saw corruption, she resigned and said, ""This can't go on.""",1
23890,"I don't have any experience in creating the worst public school system in the industrialized world, the most violent crime-ridden society in the industrialized world.",0
27029,Governor -- here -- here's -- here's one thing...,0
16120,"If you don't get a two-thirds, then your resolution doesn't pass.",1
12020,He is for registration of guns.,1
16190,"I mean, this guy, this is too much.",0
18794,Right now all the president is providing is humanitarian support.,1
28984,"Now remember, Social Security revenue exceeds expenses up until 2015.",1
9816,That's after losing 5 million jobs.,1
15265,"And to this day, not one of its decisions or rulings has ever been challenged.",1
21813,"Employers would cover their employees, government would cover the unemployed.",0
34096,"Well, I am encouraged that there is an effort led by the Iraqi army, supported by Kurdish forces, and also given the help and advice from the number of special forces and other Americans on the ground.",1
8585,There are many of the points that he has made that I would like to comment upon.,0
2023,It's all those businesses that employ one-quarter of the workers in America; these small businesses that are taxed as individuals.,1
7885,I'm glad to hear tonight that he does suggest that I have had some experience.,0
27778,So it's pretty clear who doesn't want a trade war.,0
19042,We will strengthen our intelligence-gathering services.,0
6231,"The fact is that there was already a law on the books in Illinois that required providing lifesaving treatment, which is why not only myself but pro-choice Republicans and Democrats voted against it.",1
13169,And I just want to make one thing very clear.,0
18436,"He cut if off, sort of arbitrarily.",1
4326,"Obviously, we've poured billions of dollars into airport security.",1
12842,"I cannot be more precise than that, because until we see what Mr. Khrushchev does and what he says uh - we cannot indicate what our plans will be.",0
12941,And I challenge you tonight to deny that the Administration has sent at least several missions to persuade Chiang Kai-shek's withdrawal from these islands.,1
11997,I think that we ought to make all schools gun free.,0
26821,What I want the voters to do is to make a decision.,0
10641,Do you know that he voted for every increase in spending that I saw come across the floor of the United States Senate while we were working to eliminate these pork barrel earmarks?,1
7247,And that is the result of this president taking his eye off of Osama bin Laden.,0
17866,We believe that we had also promised that we would make our country more secure.,0
3929,"But if we snatch defeat from the jaws of victory and adopt Senator Obama's plan, then we will have a wider war and it will make things more complicated throughout the region, including in Afghanistan.",0
29216,"What's happened to our jobs and our country and our economy generally is -- look, we owe $20 trillion.",1
157,"So, my formula says grow at the rate of inflation.",0
724,"And secondly, in terms of the cutting of the Coast Guard, the Democratic controlled Congress, so please help us with that, who cut $70 million from the Coast Guard out of the interdiction effort on narcotics.",1
29650,You even at one time suggested that you would try to negotiate down the national debt of the United States.,1
29612,"When we have $20 trillion in debt, and our country's a mess, you know, it's one thing to have $20 trillion in debt and our roads are good and our bridges are good and everything's in great shape, our airports.",1
25065,"Indeed, he was on that side virtually throughout all his years in the Senate.",0
3205,"If the United States had not moved when we did in southern Africa, there's no doubt there would have been an acceleration of bloodshed in that tragic part of the world.",0
23723,"Not necessarily be in power, but here's what I'll say about the $87 billion.",0
2208,And the president supports taking $716 billion out of that program.,1
11046,"That was the wrong judgment, and it's been costly to us.",0
5896,"And it's not the fact -- it's not the fact that Senator Obama chooses to associate with a guy who in 2001 said that he wished he had have bombed more, and he had a long association with him.",1
20731,"Almost half of all the tax cut benefits, as I said under Governor Bush's plan, go to the wealthiest 1%.",1
25647,I was just going to -- --,0
6747,But I'm concerned that that will get overturned.,0
28358,"That was in an ad, Jim, that was knocked down by the journalists who analyzed the ad and said it was misleading.",1
29953,"You were after him, you were trying to -- you even sent out or your campaign sent out pictures of him in a certain garb, very famous pictures.",1
28278,"Now, you're -- and the way it would happen is that under his plan, if a school was designated as failing, the kids would be trapped there for another three years and then some of them would get federal vouchers and the state would be forced to match those, that money.",1
14705,"I'd like to say to Mr. Bush, even though I've got profound differences with him, I do honor his service to our country.",0
8504,I don't think that's extreme at all; and yet nearly two-thirds to three-fourths of the Republicans in the House of Representatives voted against that proposal.,1
18571,But you've also got to show that you are prepared to bring the rest of the world in and share the stakes.,0
16477,"That would mean, of course, that for a family of four that that family would have a thousand dollars more personal exemption - money that they could spend for their own purposes, money that the government wouldn't have to spend.",1
12646,The average income in some of those countries is twenty-five dollars a year.,1
7905,I would be willing as president to meet with Mr. Khrushchev or any other world leader if it would serve the cause of peace.,0
15914,"And I would hope that we would give to women in this country the right to make that decision, and to make it in the exercise of their conscience and religious beliefs.",0
20414,"Now, another big difference is Governor Bush is proposing to open up some of our most precious environmental treasures, like the Arctic National Wildlife Refuge for the big oil companies to go in and start producing oil there.",1
8807,"So I think it is a case of pay scale, of recognizing that if we're going to have young men and women responsible for our security, dealing with this sophisticated equipment, then for heaven's sakes, let's go out and have a pay scale that is commensurate with the sacrifice that we're asking of them.",0
7830,"But second, in addition to that, if we do get into a recessionary period we should move on that part of the economy which is represented by the private sector, and I mean stimulate that part of the economy that can create jobs - the private sector of the economy.",0
17660,"7.7 million elderly citizens who were living in the lowest 20 percent of earnings -- 7.7 million have moved up into another bracket since our administration took over, leaving only 5 million of the elderly in that bracket when there had been more than 13 million.",1
8978,"And I can only tell him that we reduced, in proportion of other states, the per capita spending, the per capita size of Government - we only increased the size of Government one-twelfth what it had increased in the preceding eight years.",1
14061,"But this deal that we're doing with BAC and US Air and KLM and Northwest, guess who's on the president's campaign big time: a guy from Northwest.",1
16622,I - I accomplished this with s - substantial reductions in employees in some departments.,1
28924,"Not only has an innocent person been executed, but the real perpetrator of the crime has not been held accountable for it.",1
9259,"So he's got the oil and gas part, but he doesn't have the clean energy part.",0
9048,"Two hundred years ago, Tom Paine, when the 13 tiny colonies were trying to become a nation, said, we have it in our power to begin the world over again.",0
8684,You are robbing the American people of their savings.,0
21746,"Right from the bottom up, the American people have got to say they want it.",0
19933,"The first thing you did when you came into office was set up the stimulus package, said we've got a little pork we want to scatter around America, $16 billion.",1
6532,"You've got about a million right here in Arizona, just shy, 950,000, who have no health insurance at all.",1
1501,"In Georgia alone, for instance, I got 84 percent of the vote, and I think there were fourteen people uh - in addition to myself on the ballot, and Governor Wallace had been very strong in Georgia.",1
40,We've been dealing with him; he's been dealing drugs to our kids.,1
29431,They're going to expand their companies.,0
18111,The biggest disaster that could happen is that we not succeed in Iraq.,0
33780,"If you become president, this country is going to be in some mess.",0
8967,"In other words, I have seen his program costed out to the point where it would amount to more than $300 million a year, just for the military.",1
6037,And Detroit had dragged its feet too long in terms of getting that done.,0
21130,Could we do another round on it?,0
8755,"That is the same Government that, in 1920, told us we only had enough oil left for 13 years, and 19 years later, told us we only had enough left for another 15 years.",1
6828,Most health-care costs are covered by third parties.,1
15263,"As Governor of California, I took charge of passing the strictest air pollution laws in the United States - the strictest air quality law that has even been adopted in the United States.",1
19590,When I have sent the fleet into the Taiwan straits.,0
